agency_cd	site_no	station_nm	dd_nu	parameter_cd	result_dt	result_tz_cd	result_va	result_cd	result_md
USGS	11468500	NOYO R NR FORT BRAGG CA	02	00060	2015-06-10 10:15:00	PDT	9.0		2015-06-10 13:25:02
USGS	11468500	NOYO R NR FORT BRAGG CA	03	00065	2015-06-10 10:15:00	PDT	2.10		2015-06-10 13:25:02
USGS	11468900	MATTOLE R NR ETTERSBURG CA	01	00060	2015-06-10 10:00:00	PDT	19		2015-06-10 13:17:04
USGS	11468900	MATTOLE R NR ETTERSBURG CA	02	00065	2015-06-10 10:00:00	PDT	8.83		2015-06-10 13:17:04
USGS	11468900	MATTOLE R NR ETTERSBURG CA	03	00010	2015-06-10 10:00:00	PDT	***		2015-06-10 13:17:04
USGS	11469000	MATTOLE R NR PETROLIA CA	02	00060	2015-06-10 10:30:00	PDT	81		2015-06-10 13:41:03
USGS	11469000	MATTOLE R NR PETROLIA CA	03	00065	2015-06-10 10:30:00	PDT	12.55		2015-06-10 13:41:03
USGS	11473900	MF EEL R NR DOS RIOS CA	03	00060	2015-06-10 10:00:00	PDT	52		2015-06-10 13:13:03
USGS	11473900	MF EEL R NR DOS RIOS CA	07	00065	2015-06-10 10:00:00	PDT	3.71		2015-06-10 13:13:03
USGS	11475000	EEL R A FORT SEWARD CA	02	00060	2015-06-10 10:15:00	PDT	81		2015-06-10 13:28:04
USGS	11475000	EEL R A FORT SEWARD CA	05	00065	2015-06-10 10:15:00	PDT	7.56		2015-06-10 13:28:04
USGS	11475560	ELDER C NR BRANSCOMB CA	01	00010	2015-06-10 10:30:00	PDT	16.1		2015-06-10 13:43:03
USGS	11475560	ELDER C NR BRANSCOMB CA	02	00060	2015-06-10 10:30:00	PDT	1.6		2015-06-10 13:43:03
USGS	11475560	ELDER C NR BRANSCOMB CA	05	00065	2015-06-10 10:30:00	PDT	3.11		2015-06-10 13:43:03
USGS	11475610	CAHTO C NR LAYTONVILLE CA	01	00065	2015-06-10 10:30:00	PDT	3.99		2015-06-10 13:41:03
USGS	11475610	CAHTO C NR LAYTONVILLE CA	02	00060	2015-06-10 10:30:00	PDT	0.46		2015-06-10 13:41:03
USGS	11475610	CAHTO C NR LAYTONVILLE CA	03	00010	2015-06-10 10:30:00	PDT	17.7		2015-06-10 13:41:03
USGS	11475800	SF EEL R A LEGGETT CA	02	00060	2015-06-10 10:30:00	PDT	45		2015-06-10 13:47:03
USGS	11475800	SF EEL R A LEGGETT CA	03	00065	2015-06-10 10:30:00	PDT	5.79		2015-06-10 13:47:03
USGS	11476500	SF EEL R NR MIRANDA CA	02	00060	2015-06-10 10:30:00	PDT	80		2015-06-10 13:37:03
USGS	11476500	SF EEL R NR MIRANDA CA	05	00065	2015-06-10 10:30:00	PDT	6.69		2015-06-10 13:37:03
USGS	11476600	BULL C NR WEOTT CA	02	00060	2015-06-10 10:00:00	PDT	5.8		2015-06-10 13:05:03
USGS	11476600	BULL C NR WEOTT CA	05	00065	2015-06-10 10:00:00	PDT	1.09		2015-06-10 13:05:03
USGS	11477000	EEL R A SCOTIA CA	02	00060	2015-06-10 10:15:00	PDT	331		2015-06-10 13:21:03
USGS	11477000	EEL R A SCOTIA CA	06	00065	2015-06-10 10:15:00	PDT	9.69		2015-06-10 13:21:03
USGS	11478500	VAN DUZEN R NR BRIDGEVILLE CA	02	00060	2015-06-10 10:15:00	PDT	30		2015-06-10 13:28:04
USGS	11478500	VAN DUZEN R NR BRIDGEVILLE CA	03	00065	2015-06-10 10:15:00	PDT	0.24		2015-06-10 13:28:04
USGS	11479560	EEL R A FERNBRIDGE CA	01	00065	2015-06-09 20:45:00	PDT	-0.49		2015-06-10 05:25:03
USGS	11480390	MAD R AB RUTH RES NR FOREST GLEN CA	01	00060	2015-06-10 10:00:00	PDT	7.1		2015-06-10 13:07:03
USGS	11480390	MAD R AB RUTH RES NR FOREST GLEN CA	02	00065	2015-06-10 10:00:00	PDT	2.98		2015-06-10 13:07:03
USGS	11481000	MAD R NR ARCATA CA	02	00060	2015-06-10 10:45:00	PDT	41		2015-06-10 14:00:03
USGS	11481000	MAD R NR ARCATA CA	05	00065	2015-06-10 10:45:00	PDT	4.80		2015-06-10 14:00:03
USGS	11481200	LITTLE R NR TRINIDAD CA	01	00060	2015-06-10 10:30:00	PDT	11		2015-06-10 13:41:03
USGS	11481200	LITTLE R NR TRINIDAD CA	02	00065	2015-06-10 10:30:00	PDT	1.45		2015-06-10 13:41:03
USGS	11481500	REDWOOD C NR BLUE LAKE CA	02	00060	2015-06-10 10:45:00	PDT	18		2015-06-10 14:03:04
USGS	11481500	REDWOOD C NR BLUE LAKE CA	05	00065	2015-06-10 10:45:00	PDT	1.43		2015-06-10 14:03:04
USGS	11482500	REDWOOD C A ORICK CA	02	00060	2015-06-10 10:15:00	PDT	67		2015-06-10 13:28:04
USGS	11482500	REDWOOD C A ORICK CA	05	00065	2015-06-10 10:15:00	PDT	9.51		2015-06-10 13:28:04
USGS	11516530	KLAMATH R BL IRON GATE DAM CA	04	00060	2015-06-10 10:15:00	PDT	1120		2015-06-10 13:30:03
USGS	11516530	KLAMATH R BL IRON GATE DAM CA	05	00065	2015-06-10 10:15:00	PDT	2.47		2015-06-10 13:30:03
USGS	11517000	SHASTA R NR  MONTAGUE CA	01	00060	2015-06-10 10:30:00	PDT	65		2015-06-10 13:41:03
USGS	11517000	SHASTA R NR  MONTAGUE CA	02	00065	2015-06-10 10:30:00	PDT	1.77		2015-06-10 13:41:03
USGS	11517500	SHASTA R NR YREKA CA	02	00060	2015-06-10 10:00:00	PDT	48		2015-06-10 13:09:03
USGS	11517500	SHASTA R NR YREKA CA	03	00065	2015-06-10 10:00:00	PDT	2.85		2015-06-10 13:09:03
USGS	11519500	SCOTT R NR FORT JONES CA	02	00060	2015-06-10 10:30:00	PDT	109		2015-06-10 13:37:03
USGS	11519500	SCOTT R NR FORT JONES CA	03	00065	2015-06-10 10:30:00	PDT	4.12		2015-06-10 13:37:03
USGS	11520500	KLAMATH R NR SEIAD VALLEY CA	02	00060	2015-06-10 10:00:00	PDT	1370		2015-06-10 13:05:03
USGS	11520500	KLAMATH R NR SEIAD VALLEY CA	03	00065	2015-06-10 10:00:00	PDT	2.44		2015-06-10 13:05:03
USGS	11521500	INDIAN C NR HAPPY CAMP CA	01	00060	2015-06-10 09:45:00	PDT	73		2015-06-10 13:01:02
USGS	11521500	INDIAN C NR HAPPY CAMP CA	02	00065	2015-06-10 09:45:00	PDT	3.85		2015-06-10 13:01:02
USGS	11522500	SALMON R A SOMES BAR CA	04	00060	2015-06-10 10:30:00	PDT	578		2015-06-10 13:39:03
USGS	11522500	SALMON R A SOMES BAR CA	05	00065	2015-06-10 10:30:00	PDT	2.65		2015-06-10 13:39:03
USGS	11523000	KLAMATH R A ORLEANS	01	00010	2015-06-10 10:30:00	PDT	23.2		2015-06-10 13:41:03
USGS	11523000	KLAMATH R A ORLEANS	02	00060	2015-06-10 10:30:00	PDT	2500		2015-06-10 13:41:03
USGS	11523000	KLAMATH R A ORLEANS	05	00065	2015-06-10 10:30:00	PDT	3.50		2015-06-10 13:41:03
USGS	11523200	TRINITY R AB COFFEE C NR TRINITY CENTER CA	01	00060	2015-06-10 10:30:00	PDT	83		2015-06-10 13:41:03
USGS	11523200	TRINITY R AB COFFEE C NR TRINITY CENTER CA	02	00065	2015-06-10 10:30:00	PDT	3.61		2015-06-10 13:41:03
USGS	11525500	TRINITY R A LEWISTON CA	02	00060	2015-06-10 10:30:00	PDT	896		2015-06-10 13:43:03
USGS	11525500	TRINITY R A LEWISTON CA	03	00065	2015-06-10 10:30:00	PDT	14.52		2015-06-10 13:43:03
USGS	11525530	RUSH C NR LEWISTON CA	01	00060	2015-06-10 10:00:00	PDT	3.7		2015-06-10 13:09:03
USGS	11525530	RUSH C NR LEWISTON CA	02	00065	2015-06-10 10:00:00	PDT	1.30		2015-06-10 13:09:03
USGS	11525630	GRASS VALLEY C NR LEWISTON CA	01	00060	2015-06-10 10:30:00	PDT	13		2015-06-10 13:45:03
USGS	11525630	GRASS VALLEY C NR LEWISTON CA	02	00065	2015-06-10 10:30:00	PDT	3.43		2015-06-10 13:45:03
USGS	11525655	TRINITY R BL LIMEKILN GULCH NR DOUGLAS CITY CA	02	00060	2015-06-10 10:30:00	PDT	873		2015-06-10 13:47:03
USGS	11525655	TRINITY R BL LIMEKILN GULCH NR DOUGLAS CITY CA	05	00065	2015-06-10 10:30:00	PDT	5.54		2015-06-10 13:47:03
USGS	11525670	INDIAN C NR DOUGLAS CITY CA	01	00060	2015-06-10 10:30:00	PDT	7.0		2015-06-10 13:47:03
USGS	11525670	INDIAN C NR DOUGLAS CITY CA	02	00065	2015-06-10 10:30:00	PDT	0.87		2015-06-10 13:47:03
USGS	11525854	TRINITY R A DOUGLAS CITY CA	01	00060	2015-06-10 10:00:00	PDT	1130		2015-06-10 13:09:03
USGS	11525854	TRINITY R A DOUGLAS CITY CA	02	00065	2015-06-10 10:00:00	PDT	7.08		2015-06-10 13:09:03
USGS	11526250	TRINITY R A JUNCTION CITY CA	01	00060	2015-06-10 10:45:00	PDT	775		2015-06-10 14:02:03
USGS	11526250	TRINITY R A JUNCTION CITY CA	02	00065	2015-06-10 10:45:00	PDT	3.27		2015-06-10 14:02:03
USGS	11526400	TRINITY R AB NF TRINITY R NR HELENA CA	01	00060	2015-06-10 10:45:00	PDT	1010		2015-06-10 14:02:03
USGS	11526400	TRINITY R AB NF TRINITY R NR HELENA CA	02	00065	2015-06-10 10:45:00	PDT	10.20		2015-06-10 14:02:03
USGS	11526500	NF TRINITY R A HELENA CA	02	00060	2015-06-10 10:00:00	PDT	150		2015-06-10 13:09:03
USGS	11526500	NF TRINITY R A HELENA CA	05	00065	2015-06-10 10:00:00	PDT	4.32		2015-06-10 13:09:03
USGS	11527000	TRINITY R NR BURNT RANCH CA	02	00060	2015-06-10 10:45:00	PDT	1290		2015-06-10 13:56:03
USGS	11527000	TRINITY R NR BURNT RANCH CA	03	00065	2015-06-10 10:45:00	PDT	4.41		2015-06-10 13:56:03
USGS	11528700	SF TRINITY R BL HYAMPOM CA	02	00060	2015-06-10 10:30:00	PDT	115		2015-06-10 13:39:03
USGS	11528700	SF TRINITY R BL HYAMPOM CA	05	00065	2015-06-10 10:30:00	PDT	2.96		2015-06-10 13:39:03
USGS	11530000	TRINITY R A HOOPA CA	01	00010	2015-06-10 10:00:00	PDT	20.6		2015-06-10 13:09:03
USGS	11530000	TRINITY R A HOOPA CA	02	00060	2015-06-10 10:00:00	PDT	1360		2015-06-10 13:09:03
USGS	11530000	TRINITY R A HOOPA CA	05	00065	2015-06-10 10:00:00	PDT	12.71		2015-06-10 13:09:03
USGS	11530500	KLAMATH R NR KLAMATH CA	02	00060	2015-06-10 10:30:00	PDT	4190		2015-06-10 13:56:03
USGS	11530500	KLAMATH R NR KLAMATH CA	04	00065	2015-06-10 10:30:00	PDT	9.48		2015-06-10 13:56:03
USGS	11530500	KLAMATH R NR KLAMATH CA	06	00010	2015-06-10 10:30:00	PDT	22.3		2015-06-10 13:56:03
USGS	11532500	SMITH R NR CRESCENT CITY CA	02	00060	2015-06-10 10:45:00	PDT	512		2015-06-10 14:00:03
USGS	11532500	SMITH R NR CRESCENT CITY CA	06	00065	2015-06-10 10:45:00	PDT	5.43		2015-06-10 14:00:03
USGS	11532650	SMITH R NR FORT DICK CA	01	00065	2015-06-10 10:15:00	PDT	12.39		2015-06-10 13:28:04
USGS	323313117033901	019S002W02C007S	01	72019	2015-06-10 10:30:00	PDT	45.92		2015-06-10 13:37:03
USGS	323313117033901	019S002W02C007S	02	62611	2015-06-10 10:30:00	PDT	-0.66		2015-06-10 13:37:03
USGS	323313117033902	019S002W02C008S	01	72019	2015-06-10 10:30:00	PDT	46.00		2015-06-10 13:37:03
USGS	323313117033902	019S002W02C008S	02	62611	2015-06-10 10:30:00	PDT	-0.74		2015-06-10 13:37:03
USGS	323313117033903	019S002W02C009S	01	72019	2015-06-10 10:30:00	PDT	46.00		2015-06-10 13:37:03
USGS	323313117033903	019S002W02C009S	02	62611	2015-06-10 10:30:00	PDT	-0.74		2015-06-10 13:37:03
USGS	323313117033904	019S002W02C010S	01	72019	2015-06-10 10:30:00	PDT	***		2015-06-10 13:37:03
USGS	323313117033904	019S002W02C010S	02	62611	2015-06-10 10:30:00	PDT	28.50		2015-06-10 13:37:03
USGS	323313117033905	019S002W02C011S	01	72019	2015-06-10 10:30:00	PDT	15.64		2015-06-10 13:37:03
USGS	323313117033905	019S002W02C011S	02	62611	2015-06-10 10:30:00	PDT	29.62		2015-06-10 13:37:03
USGS	323527117050001	018S002W22E003S	01	72019	2015-06-10 10:45:00	PDT	47.71		2015-06-10 13:49:03
USGS	323527117050002	018S002W22E004S	01	72019	2015-06-10 10:45:00	PDT	44.77		2015-06-10 13:49:03
USGS	323527117050003	018S002W22E005S	01	72019	2015-06-10 10:45:00	PDT	29.55		2015-06-10 13:49:03
USGS	323527117050004	018S002W22E006S	01	72019	2015-06-10 10:45:00	PDT	25.54		2015-06-10 13:49:03
USGS	323527117050005	018S002W22E007S	01	72019	2015-06-10 10:45:00	PDT	13.18		2015-06-10 13:49:03
USGS	323528117031401	018S002W23G002S	01	72019	2015-06-10 10:00:00	PDT	-17.48		2015-06-10 13:11:03
USGS	323528117031402	018S002W23G003S	01	72019	2015-06-10 10:00:00	PDT	-19.53		2015-06-10 13:11:03
USGS	323528117031403	018S002W23G004S	01	72019	2015-06-10 10:00:00	PDT	9.87		2015-06-10 13:11:03
USGS	323528117031404	018S002W23G005S	01	72019	2015-06-10 10:00:00	PDT	23.89		2015-06-10 13:11:03
USGS	323528117031405	018S002W23G006S	01	72019	2015-06-10 10:00:00	PDT	27.53		2015-06-10 13:11:03
USGS	323659117033301	018S002W11P001S	01	72019	2015-06-10 10:00:00	PDT	64.11		2015-06-10 13:05:03
USGS	323659117033301	018S002W11P001S	02	62611	2015-06-10 10:00:00	PDT	87.56		2015-06-10 13:05:03
USGS	323659117033302	018S002W11P002S	01	72019	2015-06-10 10:00:00	PDT	63.43		2015-06-10 13:05:03
USGS	323659117033302	018S002W11P002S	02	62611	2015-06-10 10:00:00	PDT	88.24		2015-06-10 13:05:03
USGS	323659117033303	018S002W11P003S	01	72019	2015-06-10 10:00:00	PDT	93.30		2015-06-10 13:05:03
USGS	323659117033303	018S002W11P003S	02	62611	2015-06-10 10:00:00	PDT	58.37		2015-06-10 13:05:03
USGS	323659117033304	018S002W11P004S	01	72019	2015-06-10 10:00:00	PDT	117.54		2015-06-10 13:05:03
USGS	323659117033304	018S002W11P004S	02	62611	2015-06-10 10:00:00	PDT	34.13		2015-06-10 13:05:03
USGS	323659117033305	018S002W11P005S	01	72019	2015-06-10 10:00:00	PDT	116.41		2015-06-10 13:05:03
USGS	323659117033305	018S002W11P005S	02	62611	2015-06-10 10:00:00	PDT	35.26		2015-06-10 13:05:03
USGS	323659117033306	018S002W11P006S	01	72019	2015-06-10 10:00:00	PDT	118.88		2015-06-10 13:05:03
USGS	323659117033306	018S002W11P006S	02	62611	2015-06-10 10:00:00	PDT	32.79		2015-06-10 13:05:03
USGS	323908116512401	THOUSAND TRAILS ALERT PRECIP NR JAMUL CA	01	00045	2015-06-10 10:45:00	PDT	0.00		2015-06-10 14:03:04
USGS	323915117055301	017S002W33D001S	01	72019	2015-06-10 10:30:00	PDT	56.44		2015-06-10 13:35:03
USGS	323915117055302	017S002W33D002S	01	72019	2015-06-10 10:30:00	PDT	49.52		2015-06-10 13:35:03
USGS	323915117055303	017S002W33D003S	01	72019	2015-06-10 10:30:00	PDT	42.98		2015-06-10 13:35:03
USGS	323915117055304	017S002W33D004S	01	72019	2015-06-10 10:30:00	PDT	23.80		2015-06-10 13:35:03
USGS	323915117055305	017S002W33D005S	01	72019	2015-06-10 10:30:00	PDT	20.85		2015-06-10 13:35:03
USGS	323932117050801	017S002W28R004S	01	72019	2015-06-10 10:00:00	PDT	-71.91		2015-06-10 13:03:03
USGS	323932117050801	017S002W28R004S	90	70969	2015-06-10 10:00:00	PDT	11.6		2015-06-10 13:03:03
USGS	323932117050802	017S002W28R005S	01	72019	2015-06-10 10:00:00	PDT	45.75		2015-06-10 13:03:03
USGS	323932117050802	017S002W28R005S	02	62611	2015-06-10 10:00:00	PDT	-28.35		2015-06-10 13:03:03
USGS	323932117050803	017S002W28R006S	01	72019	2015-06-10 10:00:00	PDT	59.87		2015-06-10 13:03:03
USGS	323932117050804	017S002W28R007S	01	72019	2015-06-10 10:00:00	PDT	125.56		2015-06-10 13:03:03
USGS	323932117050805	017S002W28R008S	01	72019	2015-06-10 10:00:00	PDT	25.54		2015-06-10 13:03:03
USGS	323932117050806	017S002W28R009S	01	72019	2015-06-10 10:00:00	PDT	17.87		2015-06-10 13:03:03
USGS	324055117064401	017S002W20F001S	01	72019	2015-06-10 10:00:00	PDT	37.25		2015-06-10 13:05:03
USGS	324055117064402	017S002W20F002S	01	72019	2015-06-10 10:00:00	PDT	28.58		2015-06-10 13:05:03
USGS	324055117064403	017S002W20F003S	01	72019	2015-06-10 10:00:00	PDT	12.14		2015-06-10 13:05:03
USGS	324055117064404	017S002W20F004S	01	72019	2015-06-10 10:00:00	PDT	11.69		2015-06-10 13:05:03
USGS	324055117064405	017S002W20F005S	01	72019	2015-06-10 10:00:00	PDT	9.41		2015-06-10 13:05:03
USGS	324116117050801	017S002W16Q009S	01	72019	2015-06-10 10:30:00	PDT	109.93		2015-06-10 13:35:03
USGS	324116117050802	017S002W16Q010S	01	72019	2015-06-10 10:30:00	PDT	133.43		2015-06-10 13:35:03
USGS	324116117050803	017S002W16Q011S	01	72019	2015-06-10 10:30:00	PDT	133.64		2015-06-10 13:35:03
USGS	324116117050804	017S002W16Q012S	01	72019	2015-06-10 10:30:00	PDT	124.72		2015-06-10 13:35:03
USGS	324116117050805	017S002W16Q013S	01	72019	2015-06-10 10:30:00	PDT	97.82		2015-06-10 13:35:03
USGS	324226114554901	017S020E04D001S	02	00010	2015-04-08 14:00:00	MST	24.0		2015-06-06 14:40:03
USGS	324226114554901	017S020E04D001S	05	72019	2015-04-08 14:00:00	MST	81.03		2015-06-06 14:40:03
USGS	324239114563601	016S020E31Q001S	01	72019	2015-04-09 09:00:00	PDT	30.82		2015-06-06 14:42:04
USGS	324242115073501	016S018E32R001S	01	72019	2010-05-24 23:00:00	PDT	28.47		2015-06-06 16:01:22
USGS	324248114500601	016S020E58J001S	01	72019	2015-04-08 12:00:00	PDT	73.37		2015-06-06 14:47:03
USGS	324248114500601	016S020E58J001S	03	00095	2013-08-27 10:00:00	PDT	1140		2015-06-06 14:47:03
USGS	324303114480501	016S021E31P003S	01	72019	2015-01-16 19:00:00	PST	85.96		2015-06-06 14:48:05
USGS	324307117063501	017S002W05Q001S	01	72019	2015-06-10 10:00:00	PDT	-15.19		2015-06-10 13:07:03
USGS	324307117063502	017S002W05Q002S	01	72019	2015-06-10 10:00:00	PDT	-13.71		2015-06-10 13:07:03
USGS	324307117063503	017S002W05Q003S	01	72019	2015-06-10 10:00:00	PDT	-10.92		2015-06-10 13:07:03
USGS	324307117063504	017S002W05Q004S	01	72019	2015-06-10 10:00:00	PDT	86.86		2015-06-10 13:07:03
USGS	324307117063505	017S002W05Q005S	01	72019	2015-06-10 10:00:00	PDT	86.98		2015-06-10 13:07:03
USGS	324307117063506	017S002W05Q006S	01	72019	2015-06-10 10:00:00	PDT	87.21		2015-06-10 13:07:03
USGS	324318117083101	017S003W01K001S	01	72019	2015-06-10 10:45:00	PDT	18.88		2015-06-10 13:49:03
USGS	324318117083102	017S003W01K002S	01	72019	2015-06-10 10:45:00	PDT	16.81		2015-06-10 13:49:03
USGS	324318117083103	017S003W01K003S	01	72019	2015-06-10 10:45:00	PDT	77.26		2015-06-10 13:49:03
USGS	324318117083104	017S003W01K004S	01	72019	2015-06-10 10:45:00	PDT	84.21		2015-06-10 13:49:03
USGS	324318117083105	017S003W01K005S	01	72019	2015-06-10 10:45:00	PDT	77.33		2015-06-10 13:49:03
USGS	324325114461001	016S021E33E001S	01	72019	2015-04-08 15:00:00	PDT	87.09		2015-06-06 14:52:03
USGS	324410114533801	016S020E27B001S	08	72019	2014-12-16 14:00:00	MST	84.14		2015-06-06 14:54:03
USGS	324416117042001	016S002W34G001S	01	72019	2015-05-26 13:15:00	PDT	234.33		2015-06-07 04:18:04
USGS	324416117042002	016S002W34G002S	01	72019	2015-05-26 13:15:00	PDT	234.31		2015-06-07 04:19:05
USGS	324416117042003	016S002W34G003S	01	72019	2015-05-26 13:15:00	PDT	224.21		2015-06-07 04:20:03
USGS	324416117042004	016S002W34G004S	01	72019	2015-05-26 13:15:00	PDT	218.17		2015-06-07 04:22:05
USGS	324416117042005	016S002W34G005S	01	72019	2015-05-26 13:15:00	PDT	154.15		2015-06-07 04:24:03
USGS	324416117042006	016S002W34G006S	01	72019	2015-05-26 13:15:00	PDT	37.26		2015-06-07 04:26:04
USGS	324421114482101	016S021E30E001S	07	72019	2015-04-08 12:00:00	MST	108.81		2015-06-08 11:45:03
USGS	324421114482101	016S021E30E001S	08	00095	2015-04-08 12:00:00	MST	2070		2015-06-08 11:45:03
USGS	324426114530901	016S020E49R001S	01	72019	2012-12-14 10:00:00	PST	137.84		2015-06-06 15:00:04
USGS	324426114530901	016S020E49R001S	03	00095	2012-12-14 10:00:00	PST	1300		2015-06-06 15:00:04
USGS	324450114515101	016S020E51F001S	01	72019	2015-04-09 10:00:00	PDT	54.21		2015-06-06 15:03:03
USGS	324450114515101	016S020E51F001S	03	00095	2015-04-09 10:00:00	PDT	1230		2015-06-06 15:03:03
USGS	324459114521701	016S020E50A001S	01	72019	2015-04-09 11:00:00	PDT	61.51		2015-06-06 15:06:03
USGS	324459114521702	016S020E50A002S	01	72019	2014-05-07 10:00:00	PDT	57.50		2015-06-06 15:08:03
USGS	324525114500701	016S020E23G001S	01	72019	2015-03-12 14:00:00	PDT	94.74		2015-06-06 15:12:03
USGS	324630114501501	016S020E14C001S	01	72019	2013-08-28 11:00:00	PDT	113.98		2015-06-06 15:14:03
USGS	324630114501501	016S020E14C001S	03	00095	2013-05-22 11:00:00	PDT			2015-06-06 15:14:03
USGS	324641117071501	016S002W18J003S	01	72019	2015-06-10 10:30:00	PDT	-14.37		2015-06-10 13:39:03
USGS	324641117071502	016S002W18J004S	01	72019	2015-06-10 10:30:00	PDT	-14.95		2015-06-10 13:39:03
USGS	324641117071503	016S002W18J005S	01	72019	2015-06-10 10:30:00	PDT	-15.26		2015-06-10 13:39:03
USGS	324641117071504	016S002W18J006S	01	72019	2015-06-10 10:30:00	PDT	-11.99		2015-06-10 13:39:03
USGS	324641117071505	016S002W18J007S	01	72019	2015-06-10 10:30:00	PDT	19.02		2015-06-10 13:39:03
USGS	330320117024701	013S002W12M001S	01	72019	2015-06-10 10:30:00	PDT	21.25		2015-06-10 13:47:03
USGS	330320117024702	013S002W12M002S	01	72019	2015-06-10 10:30:00	PDT	14.61		2015-06-10 13:47:03
USGS	330320117024703	013S002W12M003S	01	72019	2015-06-10 10:30:00	PDT	14.51		2015-06-10 13:47:03
USGS	330514116582901	012S001W34L002S	01	72019	2015-06-09 13:45:00	PDT	60.58		2015-06-10 05:33:04
USGS	330514116582902	012S001W34L003S	01	72019	2015-06-09 13:45:00	PDT	60.56		2015-06-10 05:33:04
USGS	330514116582903	012S001W34L004S	01	72019	2015-06-09 13:45:00	PDT	60.32		2015-06-10 05:33:04
USGS	330555117010101	012S001W30J003S	01	72019	2015-06-10 10:00:00	PDT	17.32		2015-06-10 13:17:04
USGS	330555117010101	012S001W30J003S	02	62611	2015-06-10 10:00:00	PDT	353.05		2015-06-10 13:17:04
USGS	330555117010102	012S001W30J004S	01	72019	2015-06-10 10:00:00	PDT	17.25		2015-06-10 13:17:04
USGS	330555117010102	012S001W30J004S	02	62611	2015-06-10 10:00:00	PDT	353.12		2015-06-10 13:17:04
USGS	330555117010103	012S001W30J005S	01	72019	2015-06-10 10:00:00	PDT	16.71		2015-06-10 13:17:04
USGS	330555117010103	012S001W30J005S	02	62611	2015-06-10 10:00:00	PDT	353.66		2015-06-10 13:17:04
USGS	332535117341001	CRISTIANITOS C PRECIP GAGE AB SAN MATEO C	01	00045	2015-06-10 10:00:00	PDT	0.00		2015-06-10 13:17:04
USGS	332747117061101	008S002W20J001S	01	72019	2015-06-10 10:15:00	PDT	104.15		2015-06-10 13:25:02
USGS	332747117061102	008S002W20J002S	01	72019	2015-06-10 10:15:00	PDT	70.83		2015-06-10 13:25:02
USGS	332819117070601	008S002W19A001S	01	72019	2015-06-10 10:45:00	PDT	40.13		2015-06-10 14:03:04
USGS	332819117070602	008S002W19A002S	01	72019	2015-06-10 10:45:00	PDT	43.13		2015-06-10 14:05:04
USGS	332819117070603	008S002W19A003S	01	72019	2015-06-10 10:45:00	PDT	44.70		2015-06-10 14:05:04
USGS	332819117070604	008S002W19A004S	01	72019	2015-06-10 10:45:00	PDT	37.68		2015-06-10 14:05:04
USGS	332819117070605	008S002W19A005S	01	72019	2015-06-10 10:45:00	PDT	22.56		2015-06-10 14:05:04
USGS	332819117070606	008S002W19A006S	01	72019	2015-06-10 10:45:00	PDT	22.27		2015-06-10 14:05:04
USGS	332857117043301	008S002W15F001S	01	72019	2015-06-10 10:00:00	PDT	299.58		2015-06-10 13:17:04
USGS	332857117043302	008S002W15F002S	01	72019	2015-06-10 10:00:00	PDT	324.23		2015-06-10 13:17:04
USGS	332857117043303	008S002W15F003S	01	72019	2015-06-10 10:00:00	PDT	343.01		2015-06-10 13:17:04
USGS	332857117043304	008S002W15F004S	01	72019	2015-06-10 10:00:00	PDT	91.91		2015-06-10 13:17:04
USGS	332857117043305	008S002W15F005S	01	72019	2015-06-10 10:00:00	PDT	48.19		2015-06-10 13:17:04
USGS	332944116583301	VAIL LK PRECIP GAGE NR TEMECULA CA	03	00045	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:41:03
USGS	333001117005701	008S001W06R001S	01	72019	2015-06-10 10:45:00	PDT	317.74		2015-06-10 13:54:05
USGS	333001117005702	008S001W06R002S	01	72019	2015-06-10 10:45:00	PDT	327.82		2015-06-10 13:54:05
USGS	333001117005703	008S001W06R003S	01	72019	2015-06-10 10:45:00	PDT	312.74		2015-06-10 13:54:05
USGS	333001117005704	008S001W06R004S	01	72019	2014-06-03 15:30:00	PDT	Dry		2014-07-08 19:16:01
USGS	333001117005705	008S001W06R005S	01	72019	2015-06-10 10:45:00	PDT	85.98		2015-06-10 13:54:05
USGS	333001117005706	008S001W06R006S	01	72019	2014-10-23 12:15:00	PDT	32.58		2014-10-23 18:55:04
USGS	333939114411501	006S022E09P001S	07	72019	2015-04-07 17:00:00	MST	145.76		2015-06-06 15:34:04
USGS	335423116455301	003S002E15P001S	02	72019	2014-06-26 10:00:00	PDT	351.21		2015-06-07 05:48:06
USGS	335423116455301	003S002E15P001S	04	62611	2014-06-26 10:00:00	PDT	1246.09		2015-06-07 05:48:06
USGS	335423116455302	003S002E15P002S	02	72019	2014-06-26 10:00:00	PDT	349.40		2015-06-07 05:48:06
USGS	335423116455302	003S002E15P002S	04	62611	2014-06-26 10:00:00	PDT	1247.90		2015-06-07 05:48:06
USGS	335513116490601	003S002E07P001S	01	72019	2014-06-26 12:00:00	PDT	420.51		2015-06-07 05:50:05
USGS	335513116490601	003S002E07P001S	04	62611	2014-06-26 12:00:00	PDT	1534.02		2015-06-07 05:50:05
USGS	335513116490602	003S002E07P002S	01	72019	2013-12-29 23:00:00	PST	441.69		2015-06-07 05:52:04
USGS	335513116490602	003S002E07P002S	04	62611	2013-12-29 23:00:00	PST	1512.84		2015-06-07 05:52:04
